# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.stubs.lookupDuration90PMs,1761404623374000000,1761404667832000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1761404623374000000,1761404667832000000,0.0
Indexing.totalTimeIndexersSleptMs,1761404623374000000,1761404667832000000,0
Indexes.entries.lookupDurationAvgMs,1761404623374000000,1761404667832000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1761404623374000000,1761404667832000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1761404623374000000,1761404667832000000,0
Indexes.stubs.lookupDurationMaxMs,1761404623374000000,1761404667832000000,0.0
Indexing.writesQueuedAvg,1761404623374000000,1761404667832000000,0.0
Indexes.entries.lookupDurationMaxMs,1761404623374000000,1761404667832000000,0.0
Indexes.entries.lookups,1761404623374000000,1761404667832000000,1
Indexing.cache.totalCacheEvicted,1761404623374000000,1761404667832000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1761404623374000000,1761404667832000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1761404623374000000,1761404667832000000,0
Indexes.entries.lookupDuration90PMs,1761404623374000000,1761404667832000000,0.0
Indexes.stubs.lookups,1761404623374000000,1761404667832000000,0
Indexes.allKeys.lookupDuration90PMs,1761404623374000000,1761404667832000000,0.0
Indexing.writesQueuedMax,1761404623374000000,1761404667832000000,0
Indexes.allKeys.lookupDurationAvgMs,1761404623374000000,1761404667832000000,0.0
Indexes.stubs.lookupDurationAvgMs,1761404623374000000,1761404667832000000,0.0
Indexes.allKeys.lookups,1761404623374000000,1761404667832000000,0
Indexing.cache.totalCacheAccesses,1761404623374000000,1761404667832000000,0
Indexing.writesQueuedMin,1761404623374000000,1761404667832000000,0
Indexing.cache.totalCacheMisses,1761404623374000000,1761404667832000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1761404623374000000,1761404667832000000,447346
AWTEventQueue.dispatchTimeTotalNS,1761404623374000000,1761404667832000000,6538085900
NonBlockingReadAction.failedExecutionTimeUs,1761404623374000000,1761404667832000000,0
NonBlockingReadAction.finalizedExecutionsCount,1761404623374000000,1761404667832000000,23
NonBlockingReadAction.failedExecutionsCount,1761404623374000000,1761404667832000000,0
workspaceModel.do.save.caches.ms,1761404623374000000,1761404667832000000,0
jps.global.get.library.by.name.ms,1761404623374000000,1761404667832000000,0
workspaceModel.mutableEntityStorage.entities.ms,1761404623374000000,1761404667832000000,1
jps.app.storage.content.reader.load.component.ms,1761404623374000000,1761404667832000000,2
workspaceModel.sync.entities.ms,1761404623374000000,1761404667832000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1761404623374000000,1761404667832000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1761404623374000000,1761404667832000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1761404623374000000,1761404667832000000,0
jps.global.initialize.library.bridges.after.loading.ms,1761404623374000000,1761404667832000000,2
jps.global.initialize.library.bridges.ms,1761404623374000000,1761404667832000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1761404623374000000,1761404667832000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1761404623374000000,1761404667832000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1761404623374000000,1761404667832000000,0
jps.library.entities.serializer.save.entities.ms,1761404623374000000,1761404667832000000,0
jps.global.handle.before.change.events.ms,1761404623374000000,1761404667832000000,0
jps.global.get.libraries.ms,1761404623374000000,1761404667832000000,0
workspaceModel.save.cache.to.file.ms,1761404623374000000,1761404667832000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1761404623374000000,1761404667832000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1761404623374000000,1761404667832000000,0
workspaceModel.global.apply.state.to.project.ms,1761404623374000000,1761404667832000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1761404623374000000,1761404667832000000,0
workspaceModel.mutableEntityStorage.instances.count,1761404623374000000,1761404667832000000,3
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1761404623374000000,1761404667832000000,0
jps.save.global.entities.ms,1761404623374000000,1761404667832000000,7
workspaceModel.mutableEntityStorage.has.same.entities.ms,1761404623374000000,1761404667832000000,0
jps.app.storage.content.writer.save.component.ms,1761404623374000000,1761404667832000000,3
workspaceModel.mutableEntityStorage.to.snapshot.ms,1761404623374000000,1761404667832000000,1
jps.global.handle.changed.events.ms,1761404623374000000,1761404667832000000,0
workspaceModel.load.cache.metadata.from.file.ms,1761404623374000000,1761404667832000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1761404623374000000,1761404667832000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1761404623374000000,1761404667832000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1761404623374000000,1761404667832000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1761404623374000000,1761404667832000000,0
jps.library.entities.serializer.load.entities.ms,1761404623374000000,1761404667832000000,1
jps.load.initial.state.ms,1761404623374000000,1761404667832000000,48
workspaceModel.global.updates.count,1761404623374000000,1761404667832000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1761404623374000000,1761404667832000000,0
workspaceModel.load.cache.from.file.ms,1761404623374000000,1761404667832000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1761404623374000000,1761404667832000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1761404623374000000,1761404667832000000,0
workspaceModel.global.updates.ms,1761404623374000000,1761404667832000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1761404623374000000,1761404667832000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1761404623374000000,1761404667832000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1761404623374000000,1761404667832000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1761404623374000000,1761404667832000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1761404623374000000,1761404667832000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1761404623374000000,1761404667832000000,0
jps.global.get.library.ms,1761404623374000000,1761404667832000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1761404623374000000,1761404667832000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1761404623374000000,1761404667832000000,0
StorageLockContext.competingThreads.avg,1761404623374000000,1761404667832000000,0.0
FilePageCacheLockFree.nativeBytesInUse,1761404623374000000,1761404667832000000,0
FilePageCacheLockFree.totalBytesWritten,1761404623374000000,1761404667832000000,0
FilePageCache.disposedBuffers,1761404623374000000,1761404667832000000,380
FilePageCacheLockFree.totalBytesRead,1761404623374000000,1761404667832000000,0
FilePageCacheLockFree.totalPagesHandedOver,1761404623374000000,1761404667832000000,0
DirectByteBufferAllocator.misses,1761404623374000000,1761404667832000000,377
FilePageCache.maxCacheSizeInBytes,1761404623374000000,1761404667832000000,395313152
FilePageCacheLockFree.totalHeapBytesReclaimed,1761404623374000000,1761404667832000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1761404623374000000,1761404667832000000,0
FilePageCacheLockFree.totalBytesRequested,1761404623374000000,1761404667832000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1761404623374000000,1761404667832000000,41943040
FilePageCacheLockFree.housekeeperTurnsDone,1761404623374000000,1761404667832000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1761404623374000000,1761404667832000000,0
FilePageCacheLockFree.heapBytesInUse,1761404623374000000,1761404667832000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1761404623374000000,1761404667832000000,0
FilePageCacheLockFree.totalPagesWritten,1761404623374000000,1761404667832000000,0
FilePageCacheLockFree.totalPagesWriteMs,1761404623374000000,1761404667832000000,0
DirectByteBufferAllocator.reclaimed,1761404623374000000,1761404667832000000,43
FilePageCacheLockFree.totalNativeBytesReclaimed,1761404623374000000,1761404667832000000,0
FilePageCacheLockFree.totalPagesReclaimed,1761404623374000000,1761404667832000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1761404623374000000,1761404667832000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1761404623374000000,1761404667832000000,0
FilePageCacheLockFree.totalPagesRequested,1761404623374000000,1761404667832000000,0
FilePageCache.maxRegisteredFiles,1761404623374000000,1761404667832000000,1045
FilePageCacheLockFree.totalPageAllocationsWaited,1761404623374000000,1761404667832000000,0
FilePageCache.pageHits,1761404623374000000,1761404667832000000,0
StorageLockContext.competingThreads.90P,1761404623374000000,1761404667832000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1761404623374000000,1761404667832000000,0
FilePageCacheLockFree.totalPagesReadMs,1761404623374000000,1761404667832000000,0
FilePageCache.totalPageDisposalsUs,1761404623374000000,1761404667832000000,4708
StorageLockContext.competingThreads.max,1761404623374000000,1761404667832000000,0
FilePageCache.capacityInBytes,1761404623374000000,1761404667832000000,503316478
DirectByteBufferAllocator.hits,1761404623374000000,1761404667832000000,3
FilePageCache.uncachedFileAccess,1761404623374000000,1761404667832000000,679
FileChannelInterruptsRetryer.totalRetriedAttempts,1761404623374000000,1761404667832000000,0
FilePageCache.totalPageLoadsUs,1761404623374000000,1761404667832000000,1236640
FilePageCache.pageFastCacheHits,1761404623374000000,1761404667832000000,26483
FilePageCacheLockFree.totalNativeBytesAllocated,1761404623374000000,1761404667832000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1761404623374000000,1761404667832000000,41943040
FilePageCacheLockFree.totalPagesAllocated,1761404623374000000,1761404667832000000,0
FilePageCache.pageLoads,1761404623374000000,1761404667832000000,380
DirectByteBufferAllocator.disposed,1761404623374000000,1761404667832000000,337
cacheStateStorage.get.duration,1761404623374000000,1761404667832000000,0
cacheStateStorage.get.counter,1761404623374000000,1761404667832000000,11
cacheStateStorage.set.duration,1761404623374000000,1761404667832000000,24
cacheStateStorage.set.counter,1761404623374000000,1761404667832000000,8
VFS.fileChildByName,1761404623374000000,1761404667832000000,68
VFS.invertedFileNameIndex.requests,1761404623374000000,1761404667832000000,0
VFS.fileByIdCache.misses,1761404623374000000,1761404667832000000,0
VFS.fileByIdCache.hits,1761404623374000000,1761404667832000000,0
writeAction.wait.ms,1761404623374000000,1761404667832000000,2
writeAction.median.wait.ms,1761404623374000000,1761404667832000000,0
parser.VTL.size.bytes,1761404623374000000,1761404667832000000,138
writeAction.max.wait.ms,1761404623374000000,1761404667832000000,1
DiskQueryRelay.taskWaitingTotalTimeUs,1761404623374000000,1761404667832000000,228860
DiskQueryRelay.tasksExecuted,1761404623374000000,1761404667832000000,80
lexer.VTL.size.bytes,1761404623374000000,1761404667832000000,138
writeAction.count,1761404623374000000,1761404667832000000,5
lexer.VTL.time.ns,1761404623374000000,1761404667832000000,1229400
DiskQueryRelay.tasksRequested,1761404623374000000,1761404667832000000,80
parser.VTL.time.ns,1761404623374000000,1761404667832000000,3004700
DiskQueryRelay.taskExecutionTotalTimeUs,1761404623374000000,1761404667832000000,214617
workspaceModel.collect.changes.ms,1761404623374000000,1761404667832000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1761404623374000000,1761404667832000000,3
workspaceModel.to.snapshot.ms,1761404623374000000,1761404667832000000,0
workspaceModel.check.recursive.update.ms,1761404623374000000,1761404667832000000,0
workspaceModel.cachedValue.clear.count,1761404623374000000,1761404667832000000,0
workspaceModel.update.unloaded.entities.ms,1761404623374000000,1761404667832000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1761404623374000000,1761404667832000000,0
workspaceModel.on.before.changed.ms,1761404623374000000,1761404667832000000,0
workspaceModel.loading.from.cache.ms,1761404623374000000,1761404667832000000,4
workspaceModel.pre.handlers.ms,1761404623374000000,1761404667832000000,0
workspaceModel.updates.count,1761404623374000000,1761404667832000000,0
workspaceModel.init.bridges.ms,1761404623374000000,1761404667832000000,0
workspaceModel.full.replace.project.model.ms,1761404623374000000,1761404667832000000,0
workspaceModel.cachedValue.from.cache.count,1761404623374000000,1761404667832000000,14
workspaceModel.cachedValueWithParameters.total.get.count,1761404623374000000,1761404667832000000,0
workspaceModel.loading.total.ms,1761404623374000000,1761404667832000000,14
workspaceModel.replace.project.model.ms,1761404623374000000,1761404667832000000,0
workspaceModel.initializing.ms,1761404623374000000,1761404667832000000,0
workspaceModel.cachedValue.total.get.count,1761404623374000000,1761404667832000000,16
workspaceModel.updates.precise.ms,1761404623374000000,1761404667832000000,0
workspaceModel.cachedValueWithParameters.clear.count,1761404623374000000,1761404667832000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1761404623374000000,1761404667832000000,0
workspaceModel.on.changed.ms,1761404623374000000,1761404667832000000,0
workspaceModel.updates.ms,1761404623374000000,1761404667832000000,0
workspaceModel.cachedValue.calculated.count,1761404623374000000,1761404667832000000,2
